,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
198,222.75,16.840846433293,29.20754666092097,21.037983784150175,14.180072941306289,68.2193000900063,46.0,194.986531986532,227.0
199,92.5,10.852403323135505,38.68436058773812,12.93136542905431,9.298248300042523,40.12741699796952,46.0,189.48918918918918,218.0
200,140.25,13.363077719938119,-56.19818345417601,16.956098462619188,10.985779149350476,50.526911934581186,46.0,196.33333333333334,227.0
201,23.0,5.4115163798060095,49.2707550708041,7.339734457467211,4.226764503669785,18.727922061357855,86.0,200.8913043478261,224.0
202,83.75,10.32636489145962,-24.596981931506352,13.978776559425244,8.311281839316761,43.14518395093589,31.0,194.20597014925374,230.0
203,24.5,5.585191925620057,-8.855545658939183,6.472531184471016,4.890867421125127,17.899494936611667,109.0,194.0,221.0
204,125.0,12.6156626101008,49.19151384994559,15.291486853939146,10.8808550121673,48.54163056034262,47.0,195.124,224.0
205,92.75,10.86705883733894,29.27692485804114,12.865184052860847,9.502915729368615,41.42031021678297,50.0,193.1266846361186,220.0
206,266.0,18.403307281560924,-63.84136411269797,22.73233483358201,16.251484719090367,74.02691193458118,27.0,198.81578947368422,224.0
207,67.25,9.25339718068125,56.24966452570127,13.74016405539128,6.640414895460963,37.04163056034262,45.0,193.19330855018586,225.0
208,318.5,20.137695871130575,23.123751035949862,21.54325243219104,19.60205408425095,74.1335136523794,39.0,200.72135007849295,224.0
209,250.5,17.859073490978144,46.00023091911403,20.96575943081326,15.60783292933878,66.42335854398792,43.0,199.22055888223554,226.0
210,86.0,10.464157913908982,3.4946220069810887,12.031446782248098,9.291945563795839,37.92031021678297,66.0,203.57848837209303,229.0
211,134.25,13.074112164146964,29.39398914235753,14.030356549759942,12.406308070104204,46.2842712474619,65.0,196.09869646182494,224.0
212,299.25,19.519655062577243,52.06385733440153,22.486294536112176,17.099827883170015,71.7193000900063,70.0,207.81537176274017,233.0
213,48.25,7.837972188868215,-62.78808968112644,9.137366944663246,7.204931142518983,30.50609665440988,53.0,182.96891191709844,220.0
214,42.25,7.334464586120832,-2.2906400593598186,8.741474774636043,6.287726147510835,25.106601717798213,56.0,194.301775147929,225.0
215,138.5,13.279445656570912,41.42392027450487,19.657889285377312,9.864248313320282,57.112698372208094,44.0,199.17870036101084,230.0
216,64.75,9.079772052293041,-40.91578133886709,11.018145377342684,7.719264273274879,32.71320343559643,68.0,206.73359073359075,229.0
